,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
gold_00010,"[0.01826503872871399, 0.010621522553265095, 0.0064661214128136635, 0.4455375373363495, 0.4766043722629547, 0.0005503023858182132, 0.02001130022108555, 0.01961315982043743, 0.002330564893782139]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.4766043722629547,中立/neutral
gold_00011,"[0.07844512909650803, 0.008784886449575424, 0.013799534179270267, 0.02554425783455372, 0.7945223450660706, 0.0010536450427025557, 0.05966727435588837, 0.015120797790586948, 0.0030621339101344347]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7945223450660706,中立/neutral
gold_00012,"[9.586528176441789e-05, 9.787899034563452e-05, 0.00021785868739243597, 0.9987757802009583, 0.0003148167161270976, 1.3260499144962523e-05, 0.0002081440616166219, 0.00025374736287631094, 2.2669852114631794e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9987757802009583,开心/happy
gold_00013,"[0.11714615672826767, 0.02865922637283802, 0.010575659573078156, 0.3111904263496399, 0.45896315574645996, 0.0013069729320704937, 0.03180696442723274, 0.03965109586715698, 0.0007003131904639304]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.45896315574645996,中立/neutral
gold_00014,"[0.6214646100997925, 0.06656037271022797, 0.01099768839776516, 0.1970047503709793, 0.035344500094652176, 0.003467138623818755, 0.02717418037354946, 0.0338105745613575, 0.00417603412643075]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.6214646100997925,生气/angry
gold_00015,"[0.0642649233341217, 0.04940512403845787, 0.01083856076002121, 0.3499370217323303, 0.3442458510398865, 0.00038942674291320145, 0.030583731830120087, 0.14509020745754242, 0.005245149601250887]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.3499370217323303,开心/happy
gold_00016,"[0.009229551069438457, 0.0041665565222501755, 0.005051476415246725, 0.6092552542686462, 0.2372942864894867, 2.0894432964269072e-05, 0.00866707880049944, 0.1259826421737671, 0.0003322807897347957]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6092552542686462,开心/happy
gold_00017,"[0.03990091755986214, 0.016381340101361275, 0.025508923456072807, 0.13728323578834534, 0.524516224861145, 0.00020964135183021426, 0.07275759428739548, 0.180903360247612, 0.0025388170033693314]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.524516224861145,中立/neutral
gold_00018,"[5.538754066947149e-06, 4.543333488982171e-06, 3.443114337642328e-06, 0.9994620680809021, 0.0002816673368215561, 9.618039698011671e-09, 5.856789357494563e-06, 0.00023680704180151224, 2.0115757948246937e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9994620680809021,开心/happy
gold_00019,"[0.008244437165558338, 0.0008899899548850954, 0.0006515498971566558, 0.056755226105451584, 0.9073700308799744, 3.7487686768145068e-06, 0.006411546841263771, 0.019672159105539322, 1.353680204374541e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9073700308799744,中立/neutral
gold_00020,"[0.0002642545150592923, 0.0003714181948453188, 0.0001324277836829424, 0.0012951800599694252, 0.9962049126625061, 5.873996542504756e-06, 0.0007595635834150016, 0.0006437440169975162, 0.00032261834712699056]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9962049126625061,中立/neutral
gold_00021,"[0.0014843266690149903, 0.0007585664861835539, 0.00245024636387825, 0.01075363252311945, 0.9582898616790771, 5.402765054896008e-06, 0.002965784166008234, 0.023198707029223442, 9.347662853542715e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9582898616790771,中立/neutral
gold_00022,"[0.08342458307743073, 0.5855960845947266, 0.0018373228376731277, 0.004547475837171078, 0.29065221548080444, 0.00044697083649225533, 0.0024327493738383055, 0.020770089700818062, 0.01029240619391203]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",1,0.5855960845947266,厌恶/disgusted
gold_00023,"[0.634433925151825, 0.009420144371688366, 0.006561548449099064, 0.02264845371246338, 0.3115311563014984, 0.0010968068381771445, 0.006722899619489908, 0.0074426294304430485, 0.00014239383745007217]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.634433925151825,生气/angry
gold_00024,"[0.007761355023831129, 0.004189467057585716, 0.004016820807009935, 0.015180250629782677, 0.8054903745651245, 0.0023668331559747458, 0.029377518221735954, 0.0013699970440939069, 0.13024739921092987]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8054903745651245,中立/neutral
gold_00025,"[0.03963560238480568, 0.12158063054084778, 0.006488621700555086, 0.6177219748497009, 0.1293804794549942, 0.0007788065704517066, 0.009519758634269238, 0.07151063531637192, 0.0033834814094007015]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6177219748497009,开心/happy
gold_00026,"[6.3851844060991425e-06, 7.718318556726445e-06, 1.0283845767844468e-05, 2.472155983923585e-06, 5.2197097829775885e-05, 3.672562911560817e-07, 0.9999175071716309, 2.9783625450363616e-06, 9.353770202835676e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9999175071716309,难过/sad
gold_00027,"[0.0022166469134390354, 0.0027176777366548777, 0.0009447442716918886, 0.9742788076400757, 0.007643574383109808, 0.0013451568083837628, 0.004934693221002817, 0.0005628750659525394, 0.005355920176953077]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9742788076400757,开心/happy
gold_00028,"[0.00011870533489855006, 0.0031398984137922525, 0.0003851580841001123, 0.9927288293838501, 0.0008765363600105047, 0.0001653110230108723, 0.00024024183221627027, 0.00038906375993974507, 0.0019562826491892338]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9927288293838501,开心/happy
gold_00029,"[0.001744092907756567, 0.03205612301826477, 0.0029079013038426638, 0.13743114471435547, 0.7275639176368713, 3.4394237445667386e-05, 0.010109208524227142, 0.08747739344835281, 0.0006758520030416548]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7275639176368713,中立/neutral
gold_00030,"[0.0007763041649013758, 0.0005332710570655763, 0.0003378341207280755, 0.9872655868530273, 0.009542973712086678, 7.128007564460859e-05, 0.00040825046016834676, 0.0005940926494076848, 0.0004704144084826112]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9872655868530273,开心/happy
gold_00031,"[0.01342245377600193, 0.0037716501392424107, 0.003546998603269458, 0.8443284034729004, 0.08659999817609787, 0.00012060960580129176, 0.019263623282313347, 0.02409101463854313, 0.004855216480791569]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8443284034729004,开心/happy
gold_00032,"[0.0015842934371903539, 0.0004446866223588586, 0.0005741675267927349, 0.023225873708724976, 0.8878348469734192, 5.3889201808487996e-05, 0.08539975434541702, 0.0007678753463551402, 0.000114644572022371]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8878348469734192,中立/neutral
gold_00033,"[0.00048586211050860584, 0.004840443842113018, 0.0030979043804109097, 0.9616907238960266, 0.016027124598622322, 0.00010746139014372602, 0.005734327714890242, 0.007799301762133837, 0.00021683941304218024]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9616907238960266,开心/happy
gold_00034,"[1.4395711787074106e-06, 1.7004292658384657e-06, 2.2830136003904045e-06, 7.401904440484941e-06, 0.9999722242355347, 8.564992413084838e-07, 6.2924373196437955e-06, 1.6085104448393395e-07, 7.61958108341787e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999722242355347,中立/neutral
gold_00035,"[4.57207178783392e-08, 6.199300628395576e-08, 8.406166784880043e-08, 0.9999985694885254, 1.4913857171450218e-07, 1.0812924999825668e-09, 1.0209636513991427e-07, 9.469618476032338e-07, 6.290547194254259e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999985694885254,开心/happy
gold_00036,"[0.013801010325551033, 0.003942091949284077, 0.0043630897998809814, 0.02817128598690033, 0.7589632868766785, 0.000763496442232281, 0.18239393830299377, 0.00404895655810833, 0.0035528428852558136]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7589632868766785,中立/neutral
gold_00037,"[0.048799239099025726, 0.03122568689286709, 0.005102603230625391, 0.03436926379799843, 0.20794883370399475, 0.00112489506136626, 0.6548570990562439, 0.01402098685503006, 0.0025514583103358746]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.6548570990562439,难过/sad
gold_00038,"[3.863943129545078e-05, 1.1353132549629663e-06, 1.0485066013643518e-05, 0.0017438645008951426, 0.012322993949055672, 1.1575803249980199e-12, 3.2937816285993904e-05, 0.9858497977256775, 2.8791736356170716e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9858497977256775,吃惊/surprised
gold_00039,"[1.309358049184084e-05, 1.3567302630690392e-05, 7.025919330772012e-05, 0.00047639841795898974, 0.9991856217384338, 6.919940460647922e-07, 9.044320904649794e-05, 7.06794235156849e-05, 7.922062650322914e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9991856217384338,中立/neutral
gold_00040,"[0.007536442019045353, 0.005479318555444479, 0.01503439899533987, 0.15898573398590088, 0.01907985284924507, 1.5561599866487086e-05, 0.24184025824069977, 0.5098201036453247, 0.04220827668905258]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.5098201036453247,吃惊/surprised
gold_00041,"[0.033611614257097244, 0.01186524797230959, 0.016180794686079025, 0.09717373549938202, 0.689715564250946, 0.0003493891563266516, 0.08224087953567505, 0.06283867359161377, 0.006024101283401251]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.689715564250946,中立/neutral
gold_00042,"[0.012975749559700489, 0.016353413462638855, 0.04524921253323555, 0.04417359456419945, 0.04627126082777977, 0.000978321535512805, 0.7939440011978149, 0.036898501217365265, 0.0031558990012854338]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.7939440011978149,难过/sad
gold_00043,"[0.0031138891354203224, 0.025894038379192352, 0.017027098685503006, 0.02237408421933651, 0.024776514619588852, 3.5267305065644905e-05, 0.6003360748291016, 0.2999495267868042, 0.006493446417152882]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.6003360748291016,难过/sad
gold_00044,"[0.001673745340667665, 0.0016041046474128962, 0.0020028825383633375, 0.04192541167140007, 0.8921467661857605, 0.000990482745692134, 0.0053076716139912605, 0.000618301157373935, 0.05373059958219528]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8921467661857605,中立/neutral
gold_00045,"[0.0007480931817553937, 0.0007321190205402672, 0.000999188399873674, 0.007560187019407749, 0.9458006620407104, 9.045891147252405e-07, 0.0021456563845276833, 0.041988205164670944, 2.4888446205295622e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9458006620407104,中立/neutral
gold_00046,"[0.004924111533910036, 0.00024647582904435694, 0.0001528718275949359, 0.005293585360050201, 0.9864155650138855, 3.9615897549083456e-05, 0.0026430038269609213, 0.0002684527717065066, 1.638034882489592e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9864155650138855,中立/neutral
gold_00047,"[3.279531028965721e-06, 6.260646614464349e-07, 1.7418140032532392e-06, 3.412116348044947e-05, 0.9999145269393921, 1.9885888491444348e-09, 1.0190909961238503e-05, 3.53247560269665e-05, 1.1785157028043614e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999145269393921,中立/neutral
gold_00048,"[0.03794115036725998, 0.007353577762842178, 0.014513665810227394, 0.14773006737232208, 0.10101962834596634, 0.0010928427800536156, 0.662214994430542, 0.018329571932554245, 0.009804456494748592]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.662214994430542,难过/sad
gold_00049,"[0.05679770186543465, 0.0022334037348628044, 0.0030305066611617804, 0.0029971159528940916, 0.9183564186096191, 3.219349673599936e-05, 0.0027229557745158672, 0.01367553137242794, 0.00015418829570990056]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9183564186096191,中立/neutral
gold_00050,"[0.00026588886976242065, 2.3332762793870643e-05, 0.00029247827478684485, 0.051926784217357635, 0.004307900555431843, 7.838725224473819e-10, 0.0006392564391717315, 0.9425442218780518, 1.1249989739781086e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9425442218780518,吃惊/surprised
gold_00051,"[5.2352775128383655e-06, 2.2369364160113037e-05, 4.3547192035475746e-05, 0.9984683394432068, 0.0011400554794818163, 3.5603073911261163e-07, 0.00010337759158574045, 0.0002162282617064193, 3.929687295567419e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9984683394432068,开心/happy
gold_00052,"[0.000380875077098608, 0.00012729951413348317, 0.00014146071043796837, 0.9795399904251099, 0.018593179062008858, 3.348465725139249e-06, 0.0003135484002996236, 0.0008984238374978304, 1.8545141529102693e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9795399904251099,开心/happy
gold_00053,"[0.1791417896747589, 0.014433407224714756, 0.03061339072883129, 0.04236382246017456, 0.4110618829727173, 0.00015619840996805578, 0.054903917014598846, 0.2661876082420349, 0.0011379602365195751]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.4110618829727173,中立/neutral
gold_00054,"[0.2634948194026947, 0.021207336336374283, 0.3233247697353363, 0.016869250684976578, 0.12628372013568878, 0.0029430913273245096, 0.07969057559967041, 0.1118847206234932, 0.05430173873901367]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.3233247697353363,恐惧/fearful
gold_00055,"[0.7724012136459351, 0.010758638381958008, 0.050378356128931046, 0.0075786118395626545, 0.05751831829547882, 0.0006443276070058346, 0.03684559836983681, 0.06126219034194946, 0.002612637123093009]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.7724012136459351,生气/angry
gold_00056,"[0.0464823842048645, 0.006310710217803717, 0.0035646636970341206, 0.05861207842826843, 0.7344453930854797, 0.00031512739951722324, 0.13587260246276855, 0.013190560042858124, 0.0012064952170476317]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7344453930854797,中立/neutral
gold_00057,"[0.0005486471927724779, 0.0006414531962946057, 0.0012571465922519565, 0.08583584427833557, 0.8955255150794983, 3.829186880466295e-06, 0.002137124305590987, 0.014027032069861889, 2.3366368623101152e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8955255150794983,中立/neutral
gold_00058,"[1.9182822143193334e-05, 5.800068538519554e-05, 4.1617902752477676e-05, 0.9996192455291748, 0.0001181596890091896, 6.809763362980448e-06, 6.683380343019962e-05, 5.0656013627303764e-05, 1.9457316739135422e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9996192455291748,开心/happy
gold_00059,"[0.0033704012166708708, 0.0012838138500228524, 0.000545267597772181, 0.03148360922932625, 0.9545031785964966, 5.728670657845214e-05, 0.006824389100074768, 0.0019096835749223828, 2.2375295884558e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9545031785964966,中立/neutral
gold_00060,"[2.5260718757635914e-05, 4.334160985308699e-05, 3.3020136470440775e-05, 0.000951130932662636, 0.998723566532135, 4.790871344084735e-07, 5.2350507758092135e-05, 0.0001510578003944829, 1.969719050975982e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.998723566532135,中立/neutral
gold_00061,"[0.0004558514920063317, 0.00011652354442048818, 0.00011107255704700947, 0.0004925139946863055, 0.9977791905403137, 1.2557502486743033e-06, 0.00022343554883264005, 0.0007984947296790779, 2.1714797185268253e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9977791905403137,中立/neutral
gold_00062,"[9.823485243032337e-07, 1.5309201444324572e-06, 1.6245290908045718e-06, 0.9999896287918091, 1.501336669207376e-06, 5.789493116026279e-07, 1.4726057315783692e-06, 8.73799820055865e-07, 1.791456156752247e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999896287918091,开心/happy
gold_00063,"[0.00187721848487854, 0.0008465156424790621, 0.002923625288531184, 0.016601039096713066, 0.6618083119392395, 4.4550461097969674e-07, 0.011985285207629204, 0.303934246301651, 2.335801582376007e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.6618083119392395,中立/neutral
gold_00064,"[1.9689827240654267e-05, 1.6795633200672455e-05, 6.114125426393002e-06, 0.00011120081035187468, 0.9998138546943665, 1.589983639860293e-06, 1.5905425243545324e-05, 4.5208930714579765e-06, 1.0397324331279378e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9998138546943665,中立/neutral
gold_00065,"[0.0011011534370481968, 0.0015699502546340227, 0.03731584548950195, 0.029822610318660736, 0.016675380989909172, 0.000971093715634197, 0.9091302752494812, 0.002568492665886879, 0.0008452439215034246]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9091302752494812,难过/sad
gold_00066,"[0.0012898525455966592, 0.007695152424275875, 0.00967186875641346, 0.44039395451545715, 0.3339836299419403, 0.0002301229105796665, 0.1693737804889679, 0.023595040664076805, 0.013766679912805557]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.44039395451545715,开心/happy
gold_00067,"[5.961501301499084e-07, 6.611441563109111e-07, 1.7973552246530744e-07, 2.979866394525743e-06, 0.999994158744812, 6.263319196619932e-09, 1.0252645097352797e-06, 4.4049801317669335e-07, 1.3612800664475344e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.999994158744812,中立/neutral
gold_00068,"[0.3847293555736542, 0.24077172577381134, 0.008222073316574097, 0.03159250319004059, 0.2772305905818939, 0.007575090508908033, 0.010263536125421524, 0.017826229333877563, 0.021788815036416054]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.3847293555736542,生气/angry
gold_00069,"[0.008903591893613338, 0.0004716274852398783, 0.00022359518334269524, 0.003307538339868188, 0.9760673642158508, 1.1385135621821973e-05, 0.009656926617026329, 0.0013407832011580467, 1.7200161892105825e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9760673642158508,中立/neutral
gold_00070,"[0.009496490471065044, 0.0009421647409908473, 0.0034260014072060585, 0.004653198178857565, 0.03673819452524185, 0.00018458481645211577, 0.9414212107658386, 0.0023246360942721367, 0.0008134875097312033]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9414212107658386,难过/sad
